"sample","Biosynthesis","Degradation","Structure","metabolic_function","richness.y","neutral.y","phylo.y","mapped.y","total.y","metabolic_capacity","richness","neutral","phylo","mapped","total","sampleID","captureID","specimen","animal","sample_type","species","order","development","sampling_areaEHI","sampling_date","country","geographic_location","latitude","longitude","n_extractions","n_libraries","n_indexed_libraries","n_sequenced_datasets","host_data","metagenomic_data","n_MAGs","sex","bm","repro","sampling_site","area_type","macroarea","metapop","index200","index500","x","y","month","year","season","singlem_fraction","reads_post_fastp","host_reads","reads_lost_fastp_percent","metagenomic_bases","host_bases","bases_lost_fastp_percent","diversity","C"
"EHI02235",0.384830477556912,0.226322194535589,0.357259830595659,0.305576336046251,1463,44.6,3.755,1.588,7.654,0.730239282291054,1463,44.6,3.755,1.588,7.654,"AAV79","SD0038202","SD00382","5665","Faecal","Sciurus vulgaris","Rodentia","Adult","Golasecca",2021-01-11,"Italy","Lombardy, Golasecca",4569,866,1,1,1,1,"5.249","1.924",0,"M",300,"nonbreeding","GS","rural","GS","GS","0.0635","0.0985",865614,45687981,1,2021,"winter","0.7054",49278844,35798136,"0.034283807444216",1923524874,5248912133,"0.0629462874918842",172242925167986,"0.889399960673378"
"EHI02240",0.179584084946151,0.107293146925279,0.201584921045873,0.143438615935715,1339,13.453,2.932,3.658,5.542,0.354072205553388,1339,13.453,2.932,3.658,5.542,"AEM09","SD0175302","SD01753","4312","Faecal","Sciurus vulgaris","Rodentia","Adult","Varese",2021-12-16,"Italy","Lombardy, Varese",4583,88,1,1,1,1,"0.474","4.74",0,"F",330,"nonbreeding","Villa Baragiola","urban","VAU","VA","0.723","0.714",8798065,45832156,12,2021,"winter","0.7774",35624558,3187898,"0.0358463904130899",4739845789,474043036,"0.0592651038442632",163782309761169,"0.934397583523397"
"EHI02241",0.354222916562922,0.180747953242827,0.3147292552491,0.267485434902875,1447,60.718,6.006,1.297,4.477,0.639880621555449,1447,60.718,6.006,1.297,4.477,"AEM11","SD0179501","SD01795","5839","Faecal","Sciurus vulgaris","Rodentia","Adult","Varese",2021-12-16,"Italy","Lombardy, Varese",4583,88,1,1,1,1,"2.455","1.775",0,"F",260,"nonbreeding","Villa Baragiola","urban","VAU","VA","0.723","0.714",8798065,45832156,12,2021,"winter","0.6797",29153534,16832792,"0.0231617630305482",1774768550,2455258871,"0.0551053997405421",181977485064624,"0.872822963360856"
"EHI02242",0.383006803676984,0.209214739249774,0.377739628728907,0.296110771463379,1371,40.801,4.144,1.301,6.941,0.71813475250306,1371,40.801,4.144,1.301,6.941,"AEM28","SD0177602","SD01776","4322","Faecal","Sciurus vulgaris","Rodentia","Pregnant","Varese",2022-01-24,"Italy","Lombardy, Varese",4583,883,1,1,1,1,"4.964","1.603",0,"F",360,"pregnant","Ville Ponti","urban","VAU","VA","0.842","0.876",8831966,45825571,1,2022,"winter","0.6835",44832788,33598270,"0.0310881420257354",1602787025,4963944856,"0.0538792891728337",173832066767294,"0.907811536075542"
"EHI02255",0.37863947209381,0.192617498391574,0.348876622388476,0.285628485242692,1626,174.693,6.595,2.276,5.264,0.687549177948208,1626,174.693,6.595,2.276,5.264,"ACG96","SD0172301","SD01723","5732","Faecal","Sciurus vulgaris","Rodentia","Adult","Varese",2021-08-11,"Italy","Lombardy, Varese",4582,881,1,1,1,1,"1.566","3.201",0,"F",295,"nonbreeding","Palace","suburban","VAS","VA","0.37","0.561",8808913,45823564,8,2021,"spring-summer","0.6582",33632014,11497348,"0.0416266465979783",3201139898,1566323338,"0.0943133867022903",190794229063109,"0.797382725942406"
"EHI02256",0.385986492615023,0.207449228724686,0.359467272653437,0.296717860669855,1464,52.285,5.521,4.922,7.126,0.713258145557522,1464,52.285,5.521,4.922,7.126,"AEM35","SD0177702","SD01777","4303","Faecal","Sciurus vulgaris","Rodentia","Pregnant","Varese",2022-01-26,"Italy","Lombardy, Varese",4583,883,1,1,1,1,"0.671","6.087",0,"F",325,"pregnant","Ville Ponti","urban","VAU","VA","0.842","0.876",8831966,45825571,1,2022,"winter","0.7037",46308108,4549093,"0.0252943400901514",6086803381,670777426,"0.0517640006826937",175014879228406,"0.956002668540773"
"EHI02263",0.356560774426026,0.179422581723581,0.321983172210859,0.267991678074804,1370,90.696,4.869,0.114,4.393,0.643311080219893,1370,90.696,4.869,0.114,4.393,"AAZ81","SD0044301","SD00443","5946","Faecal","Sciurus vulgaris","Rodentia","Adult","Calusco",2021-02-24,"Italy","Lombardy, Calusco",4568,946,1,1,1,1,"0.042","3.992",0,"M",330,"breeding","C03-18","rural","CAL","CAL","0.047","0.227",9460459,45680513,2,2021,"winter","0.5969",27650046,284417,"0.0558968244792537",3992215153,41810989,"0.0817286185115437",22181747644363,"0.326013378862485"
"EHI02273",0.371169562826506,0.1852405763398,0.335211327852191,0.278205069583153,1648,147.759,6.067,1.903,4.667,0.66814724845037,1648,147.759,6.067,1.903,4.667,"AAU51","SD0043202","SD00432","5913","Faecal","Sciurus vulgaris","Rodentia","Adult","AddaNord",2021-01-12,"Italy","Lombardy, AddaNord",4556,952,1,1,1,1,"1.556","2.569",0,"M",320,"nonbreeding","C03-01","rural","AN","AN","0.13","0.146",9524899,45563423,1,2021,"winter","0.6533",29322268,11393584,"0.0576443109965175",2569314139,1555723473,"0.116200092702802",190584514614104,"0.767476707527543"
"EHI02274",0.237043462007229,0.0914413090026983,0.243047251984219,0.164242385504963,1018,8.676,1.585,2.53,4.888,0.409500521671333,1018,8.676,1.585,2.53,4.888,"AAV74","SD0040901","SD00409","5759","Faecal","Sciurus vulgaris","Rodentia","Adult","Golasecca",2021-01-11,"Italy","Lombardy, Golasecca",4569,866,1,1,1,1,"0.956","3.411",0,"F",270,"nonbreeding","GS","rural","GS","GS","0.0635","0.0985",865614,45687981,1,2021,"winter","0.7745",29825230,6469531,"0.0847294336837348",3410598211,956479551,"0.106560064220146",15984311141608,"0.955029550519248"
"EHI02291",0.165688122588682,0.0846480971154566,0.187107014139262,0.125168109852069,958,7.552,2.686,0.459,4.327,0.312705224417226,958,7.552,2.686,0.459,4.327,"ACG25","SD0169001","SD01690","5707","Faecal","Sciurus vulgaris","Rodentia","Adult","Varese",2021-05-10,"Italy","Lombardy, Varese",4583,88,1,1,1,1,"3.187","0.838",0,"M",330,"nonbreeding","Villa Baragiola","urban","VAU","VA","0.723","0.714",8798065,45832156,5,2021,"spring-summer","0.7065",27987836,21982160,"0.0297193692625859",838189014,3186963816,"0.0697082769083713",173435593910214,"0.700064050523761"
"EHI02292",0.364059269329461,0.177247674488309,0.341622538301637,0.270653471908885,1639,102.345,4.016,2.756,5.909,0.655181123251648,1639,102.345,4.016,2.756,5.909,"ACG30","SD0169301","SD01693","5776","Faecal","Sciurus vulgaris","Rodentia","Nursing","Varese",2021-05-12,"Italy","Lombardy, Varese",4583,88,1,1,1,1,"1.346","3.787",0,"F",265,"nonbreeding","Villa Baragiola","urban","VAU","VA","0.723","0.714",8798065,45832156,5,2021,"spring-summer","0.7265",36084980,9793157,"0.0840044883678025",3786785665,1345638925,"0.131443260098667",187772996975555,"0.822511058911068"
"EHI02297",0.36556024461306,0.185248769479374,0.331263122524988,0.275404507046217,1629,139.21,5.867,3.973,5.685,0.661230054934096,1629,139.21,5.867,3.973,5.685,"AAZ50","SD0046001","SD00460","5980","Faecal","Sciurus vulgaris","Rodentia","Adult","Calusco",2021-02-25,"Italy","Lombardy, Calusco",4568,946,1,1,1,1,"0.045","5.101",0,"M",270,"breeding","C03-18","rural","CAL","CAL","0.047","0.227",9460459,45680513,2,2021,"winter","0.8265",34690654,309854,"0.0847229768036396",5101305081,45022480,"0.0947964696917185",187426782915054,"0.884204297173726"
"EHI02300",0.364334822421868,0.204181816808024,0.369127388263727,0.284258319614946,1433,53.741,4.457,1.641,4.77,0.691559101984467,1433,53.741,4.457,1.641,4.77,"AEM14","SD0175202","SD01752","4307","Faecal","Sciurus vulgaris","Rodentia","Adult","Varese",2021-12-17,"Italy","Lombardy, Varese",4583,88,1,1,1,1,"1.345","2.926",0,"F",360,"nonbreeding","Villa Baragiola","urban","VAU","VA","0.723","0.714",8798065,45832156,12,2021,"winter","0.4368",30325276,9412885,"0.0464394988112754",2926442548,1345031658,"0.104573341242232",187813827190537,"0.762545899437318"
"EHI02301",0.365182730701129,0.186752473936185,0.329039918860297,0.275967602318657,1565,107.06,4.747,1.691,9.926,0.661615177590747,1565,107.06,4.747,1.691,9.926,"AEM45","SD0176803","SD01768","4308","Faecal","Sciurus vulgaris","Rodentia","Pregnant","Gallarate",2022-01-17,"Italy","Lombardy, Gallarate",4566,878,1,1,1,1,"7.169","2.168",0,"F",320,"pregnant","Aloisianum","urban","GAL","GAL","0.81","0.832",8779362,45656676,1,2022,"winter","0.661",63470160,48241456,"0.0408505945789502",2167564097,7168721103,"0.0594118140533707",182008513372035,"0.846397559554126"
"EHI02302",0.341097622520229,0.17687028811422,0.317125025525726,0.258983955317225,1488,89.804,5.502,0.724,4.92,0.623676252476358,1488,89.804,5.502,0.724,4.92,"AEU35","SD0180901","SD01809","5850","Faecal","Sciurus vulgaris","Rodentia","Pregnant","Varese",2022-03-04,"Italy","Lombardy, Varese",4583,883,1,1,1,1,"3.354","1.222",0,"F",375,"pregnant","Ville Ponti","urban","VAU","VA","0.842","0.876",8831966,45825571,3,2022,"spring-summer","0.5352",31956200,23363012,"0.0256820624970616",1221769093,3353742938,"0.069976312355912",186459986751943,"0.740893401514518"
"EHI02303",0.363376422243931,0.163325996589981,0.330924830327213,0.263351209416956,1491,103.31,5.031,1.128,1.701,0.63701069560965,1491,103.31,5.031,1.128,1.701,"AEM20","SD0179402","SD01794","5848","Faecal","Sciurus vulgaris","Rodentia","Adult","Varese",2022-01-11,"Italy","Lombardy, Varese",458,885,1,1,1,1,"0.067","1.408",0,"F",260,"nonbreeding","ASL","urban","VAS","VA","0.59","0.651",8848748,45799523,1,2022,"winter","0.8091",10024154,453830,"0.115800327776886",1408142598,67274267,"0.132386893746542",181915244902993,"0.840099754889729"
"EHI02304",0.35784019922979,0.181075793853877,0.329541072309514,0.269457996541834,1604,132.81,5.167,3.582,5.224,0.648763017186839,1604,132.81,5.167,3.582,5.224,"AEM43","SD0176502","SD01765","4311","Faecal","Sciurus vulgaris","Rodentia","Adult","Gallarate",2022-01-17,"Italy","Lombardy, Gallarate",4566,878,1,1,1,1,"0.375","4.355",0,"M",350,"breeding","Aloisianum","urban","GAL","GAL","0.81","0.832",8779362,45656676,1,2022,"winter","0.6742",32810758,2670424,"0.05788787763725",4354844929,375320398,"0.0945355797943546",187391269487634,"0.881679390646633"
"EHI02305",0.380937922858181,0.21182336611972,0.345930627940408,0.29638064448895,1543,108.074,4.267,0.963,4.009,0.70807149829137,1543,108.074,4.267,0.963,4.009,"AEU13","SD0180401","SD01804","2932","Faecal","Sciurus vulgaris","Rodentia","Adult","Varese",2022-02-16,"Italy","Lombardy, Varese",4584,881,1,1,1,1,"2.275","1.47",0,"F",295,"pregnant","Villa Toeplitz","suburban","VAS","VA","0.504","0.424",881432,45844356,2,2022,"winter","0.6586",25757684,15544101,"0.0363272205694396",1469867899,2274666917,"0.0660375951478603",187333241930474,"0.772751064493395"
"EHI02306",0.318576761477539,0.164365459910959,0.291597269543208,0.241471110694249,1583,54.558,2.959,2.09,3.021,0.580141311236235,1583,54.558,2.959,2.09,3.021,"AEU44","SD0176902","SD01769","4241","Faecal","Sciurus vulgaris","Rodentia","Adult","Gallarate",2022-02-24,"Italy","Lombardy, Gallarate",4566,878,1,1,1,1,"0.138","2.63",0,"F",335,"breeding","Ponti","urban","GAL","GAL","0.8","0.779",8787173,45672497,2,2022,"winter","0.7454",19259984,1040567,"0.0437745101251753",2629714699,137920460,"0.0839441037578005",177656323998483,"0.889141169616028"
